utterance,5W1H
"My Nextbook tablet only has 10 GB storage left, only a couple of added apps installed, & I  use an SD card for pics, music etc. How many GB is the 1703 Creator's Update and can I decline it and only get necessary updates ? I have the update already on my laptop but I DO NOT want it on my tablet.","[0, 0, 0, 0, 0, 0]"
"Hi,     Windows 10 Creators Update requires a hard disk space of at least 16 GB for a 32-bit operating system or 20 GB for a 64-bit operating system. If your storage space is not enough to install Windows 10 Creators Update, you can try freeing some drive space. Here’s a link that would walk you through the steps on how to free up drive space in Windows 10.   We launch updates to add new features and ensure that your system is working efficiently. You can schedule update using active hours in Windows 10. However, we have yet to include the option to decline or stop the update. We recommend that you post your suggestion to our feedback hub by following the steps below:   1. Type “Feedback Hub” in Cortana search and launch the app. 2. Navigate to Feedback in the left menu and press + Add new feedback. 3. Select the Problem, and share any details you think are relevant, and choose an appropriate category and subcategory. 4. Important: If possible, reproduce the problem(s) after clicking Begin monitoring (or Start capture) near the end of the form; Stop monitoring when you’re done. 5. Once you’ve completed the form and monitoring, click Submit. 6. Click Continue using Feedback Hub. 7. Click My feedback at the top, and then find the item you submitted (it may take a while to appear). 8. Open the item you submitted and click Share. 9. Click Copy link, then paste the link here in your response (it will look like https://aka.ms/<unique link>)   You can visit this link for the instruction on how to set active hours in Windows 10.   Let us know if you need additional assistance.","[0, 0, 1, 0, 0, 1]"
"Are you saying that this update ADDS an additional 20GB to the already existing operating system OR does the update rewrite/overwrite/replace the operating system with the new version? If 20 Gb is a total, I can handle it. As my original question stated, there is nothing I can remove to create more space, however I will do the things you suggested anyway after I receive your answer to this email. Thanks !","[0, 0, 0, 0, 0, 1]"
"Once you have installed a new update, it will replace the existing DLL files that help run the operating system. Installing an update means that you will have a new build which comes with new features and functionalities. This also means that some of the features and functionalities from the old build is no longer available. Here’s an article that talks about the new features that comes with the Windows 10 Creators Update.  A new update does not add additional storage space. 20 GB is the minimum amount of space that the new update would consume once you successfully installed it. That is the reason why it is required to have at least 20 GB of free storage space for a 64-bit operating system before installing the update. You can visit this link for the information about the system requirements and other important details.  If you have other questions, feel free to reach out to us. ","[0, 0, 0, 1, 0, 0]"
You can provide additional storage temporarily via two USB flash drives and a USB hub to do the upgrade. There is a demonstration here https://channel9.msdn.com/Shows/The-Defrag-Show/Defrag-Windows-10-Creators-Update-Updating-Fixing-a-Win10-Homegroup-Star-Trek-VR-and-more#time=0m56s,"[0, 0, 0, 0, 0, 1]"
Thank you ! Very helpful.,"[0, 0, 0, 0, 0, 0]"
Thank you. This answered what I was actually asking.,"[1, 0, 0, 0, 0, 0]"
 Thanks,"[0, 0, 0, 0, 0, 0]"
"Earlier this year I started noticing that certain keys wouldn't always take. I would be typing and would realize that the shift key or space had not performed its function. But if I pressed deliberately and firmly, it would work. Over time it seemed to get worse, or perhaps I just noticed it more. The right shift key and space tend to be the worst, but 4 on the number row and sometimes numbers on the keypad also do not want to work. The problem is random and sporadic. Sometimes so bad I have difficulty even typing out a short message. Other times I can use the computer for days with minimal issue. The Toshiba troubleshooter and some online sources advise uninstalling the keyboard driver and restarting the computer. I have done this a number of times. Sometimes it seems like it may help for a little while, but the problem always comes back. I'm out of warranty, so they refuse to let me even talk to tech support without charging me. In the list of drivers for my computer, they do not have a keyboard driver. I've seen indications that some people have trouble with conflicts with a Lenovo/Synaptics driver. My touchpad is ELAN, not Synaptics, so that isn't it (although I did try uninstalling and reinstalling the touchpad driver anyway, just in case). I booted Ubuntu from a flash drive and had no problems with the keyboard. Again, with any test it's hard to be sure, given the random and sporadic nature of this issue, but it seems pretty sure that it's a software problems that only developed after the Windows 10 Creator Update. Based on other tips I found online, I have tried removing the battery and waiting for several minutes before starting the computer, and plugging in a USB keyboard, typing and removing the USB keyboard. The problem always comes back. It seems my next course of action may be to factory reset the computer and hope that fixes it--although not only is that a major hassle, but I wonder if, once the computer is restored and updates, the problem will not simply return. Does anyone know where I can find a Satellite S50-C keyboard driver? Toshiba has let me down and I can't seem to find anything. I've found a few Windows 7 drivers for older Toshiba laptops, but I need something explicitly designed to work on Windows 10... ideally something for my model of laptop. Or is there some other solution to this issue?","[0, 1, 0, 0, 0, 0]"
" Hi Chad,  If you’re having issues with your keyboard, it can be due to an incompatible driver or broken system components after installing the update.  Let’s isolate this concern by performing a clean boot. This troubleshooting technique will help us identify if there are applications that’s causing your keyboard not to work accordingly. Please click here for the instructions. Once you’re in the clean boot state, try to check the performance of your keyboard if the issue has been resolved.  Note: After the troubleshooting, refer to this section: “How to reset the computer to start normally after clean boot troubleshooting” on the same support article to boot the computer in normal setup once the issue has been resolved.  If you’ll get the same result, try to install the latest Windows 10 Creators Update Build that may contain possible fixes and enhancements. Check this article to find out and install the latest Build.  Additionally, you can search and install the Satellite S50-C keyboard driver from the manufacturer’s website.   Let us know the result after performing the suggested steps.","[0, 0, 0, 0, 0, 0]"
"Thanks for the reply.  I tried the clean boot. I experienced the keyboard problem again within minutes.  Windows Update says my device is up to date. I tried manually downloading and installing one of the updates, and had an error that is was already installed.  As I said, Toshiba does not list a keyboard driver for my model of computer. You can see this yourself by following the link you sent me. I have been unable to find any compatible Windows 10 keyboard driver. It's entirely possible that replacing the driver with a good driver would fix the problem--if I could find one.  Any other ideas?","[0, 0, 0, 0, 0, 0]"
