utterance,utterance_pos,initial_consine_similarity,consine_similarity,question_mark,duplicate,what,where,when,why,who,how,absolute_pos,norm_pos,utter_len,utter_len_unique_x,utter_len_unique_y,is_starter,contain_thank,exclamation_mark,feedback,neg,neu,pos,compound
"Hi Jenna56,  I should be able to shed some light on this, after having enjoyed this app for the past few months.  I've got a slightly different issue today, though should be able to help your query as not sure you've had the best responses so far.  I've been using the Photo's App on my Surface Pro 4 successfully for the past few months.  It works great - I just take photos on my mobile phone, they upload into One Drive, and then hey presto I return everytime to the Albums section in the Photo's App and I've got a nice neat album of quality photo's from the day.  Indeed, not all the photos are present - I noticed this and seems normal functionality.  I found this odd at first, though now I get how this works:  ""Collections"" stores all your photos - which is effectively your 'folders' ""Albums"" is Microsoft's way of digesting the photos in your folder/collection, to a user-friendly, readily viewable album folder.  The Photos App seems to cleverly apply some logic to: remove duplicate photo's, select the best photo's, identify a choice few photos from similar images, remove blurred images, remove poorly lit images.  What's is left seems to be the App's best attempt to start a great album for you, to summarise the photo's from the day.  In addition to this, it chooses a good album cover photo, and also applies the ""Enhance"" to enhance all the images in the Album.   The result (and ultimate benefit), is that by doing nothing, you can just open up your album and immediately have available a good album set to view yourself or show to others.  If you want *all* photo's just go to Collections - which is unfiltered.  So Albums starts off an album for you based on the photo's taken for that day.  I then 'optimise' the album by choosing ""Edit"" in the top right corner, then click + 'Add or Remove photos'.  The logic applied is excellent, although it doesn't always get all the photos you want, so I manually select/de-select photos as appropriate.  I have found this really useful, as when taking photo's I do have many duplicates and blurred ones - I also have 100's of photo directories, and going through each one is a) very time consuming and b) I don't like to delete photo's, so the Album is a useful ""view"" on photo's you want. I find it great for showing kids/parents.  In summary, it's normal functionality - just use Collections if you prefer all photos.  I'm no expert in this btw, this is just how I've been using it.  For info, I have a separate problem in that since the Aug 2016 Microsoft Windows 10 update, I have now lost all my albums ...",7,0.5768205059829066,0.8736294938967601,False,True,0.0,0.0,1.0,0.0,0.0,1.0,7,0.875,1744,167,154,False,False,False,False,0.027,0.833,0.141,0.9957
i have problem in bing web masters tool i have submited my website in bing like 3 months ago it was working fine just when i changed my website design and updated my content of my pages and changed names of my pages its never appeared again in bing and i did even tried to explore it as bing still same here website is < Removed link > and its my first experience with bing search engine ,1,1.0,0.777671197536397,False,True,0.0,0.0,1.0,0.0,0.0,0.0,1,0.3333333333333333,256,31,31,True,False,False,False,0.033,0.914,0.053,0.1531
"Hi Kristopher,   Issues with saving your video clips or using the Game bar on Windows 10 are possibly caused by an outdated Xbox app or a corrupted folder on Windows Explorer. To resolve your concern, we suggest that you move your saved video clips to another folder within the PC. The next saved videos will automatically go to the new folder.  If the issue persists, reset Windows Store to clear the store cache. Then, uninstall and reinstall the Xbox App to manually update it by following the steps below:  To reset Windows Store:  To update the Xbox App:  You can also sign in to another use to isolate if there is an issue with your profile.  If you need further assistance, don't hesitate to reply to this post anytime.",2,0.4381782254346585,0.7554338877319715,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,529,60,56,False,False,False,False,0.013,0.895,0.092,0.8694
"I have just discovered the Health and Fitness app, which is fantastic, however they do not list some exercises I would like to add.  Is it possible to add your own custom exercises, or are you only limited to choosing their ones?   Thanks!  Katie",1,1.0,0.7896354874685266,True,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.3333333333333333,155,20,20,True,True,True,False,0.036,0.746,0.218,0.8588
"Skype is not for me ,  Please cancel my account I have $29.00 as credit please give me my money back",3,0.33020033020049533,0.4612470218504146,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.375,66,10,10,False,False,False,False,0.076,0.649,0.275,0.6369
"Hi,   You are most welcome and thank you so much for your reply.  ",4,0.031814238148788886,0.38177085778546666,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6666666666666666,33,6,6,False,True,False,False,0.0,0.645,0.355,0.7233
"Hi,  You can reinstall 8 again from your recovery media that you made before the upgrade. Microsoft has ended support and downloads for 8.  You do have to do a reinstall of 8/8.1  @@@@@@@@@@@@@@@@@@@@@  If you never made the Windows 8 recovery media read this: Do a clean install of the exact same edition of 8.1 as 8 is. Windows 8 > 8.1 is a free upgrade released by Microsoft.  @@@@@@@@@@@@@@@@@@@@@@@@@@  You can download and create your own Windows 8.1 Installation Media to reinstall the Operating System with..  ""Create installation media for Windows 8.1"" http://windows.microsoft.com/en-us/windows-8/create-reset-refresh-media  ""Download Windows 8.1"" https://www.microsoft.com/en-us/software-download/windows8  A similar Tutorial which may also assist you ""Create Installation Media for Windows 8.1"" http://winsupersite.com/windows-8/create-installation-media-windows-81  In the first screen of this very simple wizard, you need to choose the following: Language. English – en-us if you're in the United States. Edition. Windows 8.1 (Core), Windows 8.1 N, Windows 8.1 Pro, Windows 8.1 Pro N, or Windows 8.1 Single Language. Architecture. 64-bit (x64 ) or 32-bit (x86).  _______________________________________  ""How to Create a Bootable USB or DVD with a Windows 8 or 8.1 ISO"" http://www.eightforums.com/tutorials/2227-create-bootable-usb-dvd-windows-8-iso.html     Warning  _____________________________________  How to clean install:  ""How to Do a Clean Install of Windows 8 or Windows 8.1"" http://www.eightforums.com/tutorials/2299-clean-install-windows-8-a.html  Make sure that you read Section 4 _____________________________________   With Windows 8/8.1 The Product Key on preinstalled Operating Systems (HP, Acer, etc) is embedded in the BIOS in the Motherboard, so that the lost and/or worn C.O.A. Sticker problem is no more.  When you reinstall it will pick up the Product Key and activate the system automatically.  If it does not, follow these steps:  ""How to Activate Windows 8 and 8.1 by Phone"" http://www.eightforums.com/tutorials/24636-activate-windows-8-phone.html  ""Get help with activation errors"" http://windows.microsoft.com/en-us/windows-8/activation-errors  ""How to activate a Microsoft product by using Microsoft Product Activation Center"" http://support.microsoft.com/kb/950929/en-us  _______________________________________________  If you do wish to/need to keep a record of it: ""Windows 10 Embedded Product Key Tool"" https://neosmart.net/blog/2014/windows-10-embedded-product-key-tool/  ""We’re proud to introduce the immediate release of our newest utility for Windows users: the NeoSmart Technologies Embedded Product Key Tool. Designed for users of Windows 7, Windows 8, and Windows 10, our embedded product key tool will retrieve and display the Windows setup product key embedded in the BIOS or EFI, allowing you to store it for safe-keeping or use it to reinstall Windows with an official Windows setup image.""  You can also use: ""Belarc Advisor - Free Personal PC Audit (Version 8.5c)"" http://www.belarc.com/free_download.html  Or: ""Product KeyFinder"" https://www.magicaljellybean.com/keyfinder/   Cheers.      This will not work to install Windows 8 or 8.1 for UEFI. For that, see this tutorial below instead.  UEFI Bootable USB Flash Drive - Create in Windows",2,0.2108124612794581,0.9735226386563894,False,True,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,2605,161,153,False,False,False,True,0.031,0.873,0.096,0.9801
"Hi, I have a Surface RT. I'm trying to fill out a claim form online, but an error message keeps coming up. ""Sorry, an error occurred while trying to process your request. If you continue to have issues, please confirm that your browser has cookies and javascript enabled and then try again."" I've tried many times again, but still the same message. I've never had this problem before.  I'd appreciate input. Thanks, Steven",1,0.9999999999999999,0.9544940144020873,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,298,40,38,True,True,False,False,0.143,0.741,0.116,-0.3373
Hello!  Maybe you have contacts that are being retrieved from the Mac Address Book and you have duplicates in it?   You can even stop syncing the Mac contacts in the Skype General Preferences if you wish.,3,0.28451439151340013,0.6306710174319816,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,127,16,16,False,False,True,False,0.056,0.868,0.076,0.2003
"Hello Alicia2809,  Welcome to Skype Community forum!  Just to inform you, Skype bots are added on your contact list by default. This will help you to do many things like search for news, summarize webpages, play games and more. However, if you do not want these bots to appear on your contact list, here's how you can delete them:  You can block or remove a bot the same way you would a regular Skype contact.  I hope this information helps, but if you have questions and clarifications, please do not hesitate to reply back. ",2,0.2576908804852296,0.7702067922777374,False,True,0.0,0.0,0.0,0.0,0.0,1.0,2,0.3333333333333333,351,45,42,False,False,True,False,0.03,0.811,0.159,0.8873
Is there a particular ad shown in Skype when you are receiving this certificate warning?,2,0.08660254037844385,0.33287188085592123,True,False,0.0,0.0,1.0,0.0,0.0,1.0,2,0.4,56,7,7,False,False,False,False,0.146,0.854,0.0,-0.34
"Hi,    We had done an upgrade for the skpe tx unit's controller app, after it doesn't responds. Why? Upgraded  to V2.17.720.3 from V1.0.8902.40.  What to do now?",3,0.28872213095403265,0.49678679712440205,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,103,17,16,False,False,False,False,0.0,0.901,0.099,0.4329
"Thanks Karen,  Just what I needed - a comprehensive, non-geeky, reply for a semi-dinosaur wandering in techy-land. Done it. It worked and am now a mobile Skype user.  Ken H",3,0.11295649894498103,0.4935432513976737,False,False,1.0,0.0,0.0,0.0,0.0,0.0,3,1.0,134,19,19,True,True,False,False,0.0,0.851,0.149,0.5994
What is my Wi-Fi passcode?,3,0.3077287274483319,0.3602190798210556,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,19,3,3,False,False,False,False,0.0,1.0,0.0,0.0
"Hi Rick - If it's for sure scheduled then that could only be Task Scheduler. Type that in Start Search, click on the Library in left pane, scroll down in center pane to find the task responsible, right click to Disable it. Report back the exact task or google it to find what it does and if it's needed. But many who have disabled all of them find they experience nothing other than better performance. I would want to know what they are first, though. Feel free to ask back any questions and let us know how it goes. I'll keep working with you until it's resolved.",2,0.26943366849414546,0.6753799089302163,False,False,1.0,0.0,0.0,0.0,1.0,1.0,2,0.2222222222222222,369,50,48,False,False,False,False,0.027,0.876,0.098,0.7303
"Yes, the license is transferable, just use the product key to upgrade then use chat support to reactivate after, since it was previously in use.  Click Start > Settings > Update & security > Activation > Change the product key then enter the Windows 10 product key then click Next to Activate    Your computer will be restarted and upgraded to Pro.  Learn more: How to Perform an Easy Upgrade in Windows 10  As for reactivating: Activate Your Windows 10 License via Microsoft Chat Support",2,0.34608266424225137,0.7310935758122119,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,380,37,34,False,False,False,False,0.0,0.855,0.145,0.9081
